seq_id,filename,subject_id,test_type,run,path,exists,ok,ndim,shape0_T,shape1_D,dtype,nan_count,inf_count,min_val,max_val,note
DCM_36_WalkData_4_clip,HSMR-DCM_36_WalkData_4_clip.npy,36,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_36_WalkData_4_clip.npy,True,True,2,150,46,float32,0,0,-3.1414737701416016,3.1404333114624023,
DCM_36_WalkData_5_clip,HSMR-DCM_36_WalkData_5_clip.npy,36,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_36_WalkData_5_clip.npy,True,True,2,119,46,float32,0,0,-3.13633131980896,3.1413936614990234,
DCM_36_WalkData_6_clip,HSMR-DCM_36_WalkData_6_clip.npy,36,WalkData,6,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_36_WalkData_6_clip.npy,True,True,2,130,46,float32,0,0,-3.138331890106201,3.14155650138855,
DCM_37_FastWalkData_1_clip,HSMR-DCM_37_FastWalkData_1_clip.npy,37,FastWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_37_FastWalkData_1_clip.npy,True,True,2,197,46,float32,0,0,-3.141008138656616,3.140928268432617,
DCM_37_FastWalkData_2_clip,HSMR-DCM_37_FastWalkData_2_clip.npy,37,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_37_FastWalkData_2_clip.npy,True,True,2,197,46,float32,0,0,-3.140133857727051,3.140298843383789,
DCM_37_WalkData_1_clip,HSMR-DCM_37_WalkData_1_clip.npy,37,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_37_WalkData_1_clip.npy,True,True,2,230,46,float32,0,0,-3.141331434249878,3.141045331954956,
DCM_37_WalkData_2_clip,HSMR-DCM_37_WalkData_2_clip.npy,37,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_37_WalkData_2_clip.npy,True,True,2,153,46,float32,0,0,-0.9767522811889648,3.1251397132873535,
DCM_37_WalkData_3_clip,HSMR-DCM_37_WalkData_3_clip.npy,37,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_37_WalkData_3_clip.npy,True,True,2,152,46,float32,0,0,-0.9866578578948975,3.127479076385498,
DCM_37_WalkData_4_clip,HSMR-DCM_37_WalkData_4_clip.npy,37,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_37_WalkData_4_clip.npy,True,True,2,160,46,float32,0,0,-0.9639477133750916,3.1350767612457275,
DCM_37_WalkData_5_clip,HSMR-DCM_37_WalkData_5_clip.npy,37,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_37_WalkData_5_clip.npy,True,True,2,188,46,float32,0,0,-3.140411853790283,3.1403911113739014,
DCM_38_WalkData_1_clip,HSMR-DCM_38_WalkData_1_clip.npy,38,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_38_WalkData_1_clip.npy,True,True,2,239,46,float32,0,0,-0.9012039303779602,3.0908734798431396,
DCM_38_WalkData_2_clip,HSMR-DCM_38_WalkData_2_clip.npy,38,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_38_WalkData_2_clip.npy,True,True,2,206,46,float32,0,0,-0.885591983795166,3.114595413208008,
DCM_38_WalkData_3_clip,HSMR-DCM_38_WalkData_3_clip.npy,38,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_38_WalkData_3_clip.npy,True,True,2,248,46,float32,0,0,-3.139735460281372,3.139453887939453,
DCM_38_WalkData_5_clip,HSMR-DCM_38_WalkData_5_clip.npy,38,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_38_WalkData_5_clip.npy,True,True,2,169,46,float32,0,0,-3.141047239303589,3.1395115852355957,
DCM_41_FastWalkData_1_clip,HSMR-DCM_41_FastWalkData_1_clip.npy,41,FastWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_41_FastWalkData_1_clip.npy,True,True,2,83,46,float32,0,0,-3.133437156677246,3.139802932739258,
DCM_41_FastWalkData_2_clip,HSMR-DCM_41_FastWalkData_2_clip.npy,41,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_41_FastWalkData_2_clip.npy,True,True,2,103,46,float32,0,0,-3.1404831409454346,3.1412649154663086,
DCM_41_FastWalkData_3_clip,HSMR-DCM_41_FastWalkData_3_clip.npy,41,FastWalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_41_FastWalkData_3_clip.npy,True,True,2,88,46,float32,0,0,-3.1412265300750732,3.1407573223114014,
DCM_41_FastWalkData_4_clip,HSMR-DCM_41_FastWalkData_4_clip.npy,41,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_41_FastWalkData_4_clip.npy,True,True,2,76,46,float32,0,0,-3.1410300731658936,3.140622138977051,
DCM_41_FastWalkData_5_clip,HSMR-DCM_41_FastWalkData_5_clip.npy,41,FastWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_41_FastWalkData_5_clip.npy,True,True,2,75,46,float32,0,0,-3.139240026473999,3.1408731937408447,
DCM_41_WalkData_1_clip,HSMR-DCM_41_WalkData_1_clip.npy,41,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_41_WalkData_1_clip.npy,True,True,2,122,46,float32,0,0,-3.1402714252471924,3.140364646911621,
DCM_41_WalkData_2_clip,HSMR-DCM_41_WalkData_2_clip.npy,41,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_41_WalkData_2_clip.npy,True,True,2,126,46,float32,0,0,-3.1392221450805664,3.140603542327881,
DCM_41_WalkData_3_clip,HSMR-DCM_41_WalkData_3_clip.npy,41,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_41_WalkData_3_clip.npy,True,True,2,120,46,float32,0,0,-3.137295722961426,3.1412627696990967,
DCM_41_WalkData_4_clip,HSMR-DCM_41_WalkData_4_clip.npy,41,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_41_WalkData_4_clip.npy,True,True,2,139,46,float32,0,0,-3.137300968170166,3.1412880420684814,
DCM_41_WalkData_5_clip,HSMR-DCM_41_WalkData_5_clip.npy,41,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_41_WalkData_5_clip.npy,True,True,2,117,46,float32,0,0,-3.1377358436584473,3.1378767490386963,
DCM_42_FastWalkData_1_clip,HSMR-DCM_42_FastWalkData_1_clip.npy,42,FastWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_42_FastWalkData_1_clip.npy,True,True,2,108,46,float32,0,0,-3.1412196159362793,3.1379449367523193,
DCM_42_FastWalkData_2_clip,HSMR-DCM_42_FastWalkData_2_clip.npy,42,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_42_FastWalkData_2_clip.npy,True,True,2,76,46,float32,0,0,-3.141568899154663,3.139765501022339,
DCM_42_FastWalkData_3_clip,HSMR-DCM_42_FastWalkData_3_clip.npy,42,FastWalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_42_FastWalkData_3_clip.npy,True,True,2,73,46,float32,0,0,-3.1387829780578613,3.1354544162750244,
DCM_42_FastWalkData_4_clip,HSMR-DCM_42_FastWalkData_4_clip.npy,42,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_42_FastWalkData_4_clip.npy,True,True,2,76,46,float32,0,0,-3.1404616832733154,3.141214370727539,
DCM_42_FastWalkData_5_clip,HSMR-DCM_42_FastWalkData_5_clip.npy,42,FastWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_42_FastWalkData_5_clip.npy,True,True,2,73,46,float32,0,0,-3.1303887367248535,3.141413688659668,
DCM_42_WalkData_1_clip,HSMR-DCM_42_WalkData_1_clip.npy,42,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_42_WalkData_1_clip.npy,True,True,2,94,46,float32,0,0,-3.140726089477539,3.135483741760254,
DCM_42_WalkData_2_clip,HSMR-DCM_42_WalkData_2_clip.npy,42,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_42_WalkData_2_clip.npy,True,True,2,84,46,float32,0,0,-3.1387808322906494,3.141361713409424,
DCM_42_WalkData_3_clip,HSMR-DCM_42_WalkData_3_clip.npy,42,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_42_WalkData_3_clip.npy,True,True,2,97,46,float32,0,0,-3.141550302505493,3.141223430633545,
DCM_42_WalkData_4_clip,HSMR-DCM_42_WalkData_4_clip.npy,42,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_42_WalkData_4_clip.npy,True,True,2,89,46,float32,0,0,-3.140918254852295,3.140836715698242,
DCM_42_WalkData_5_clip,HSMR-DCM_42_WalkData_5_clip.npy,42,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_42_WalkData_5_clip.npy,True,True,2,90,46,float32,0,0,-3.1408238410949707,3.139556884765625,
DCM_44_FastWalkData_1_clip,HSMR-DCM_44_FastWalkData_1_clip.npy,44,FastWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_44_FastWalkData_1_clip.npy,True,True,2,102,46,float32,0,0,-3.1407530307769775,3.1361234188079834,
DCM_44_FastWalkData_2_clip,HSMR-DCM_44_FastWalkData_2_clip.npy,44,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_44_FastWalkData_2_clip.npy,True,True,2,108,46,float32,0,0,-0.9786223769187927,3.1307482719421387,
DCM_44_FastWalkData_3_clip,HSMR-DCM_44_FastWalkData_3_clip.npy,44,FastWalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_44_FastWalkData_3_clip.npy,True,True,2,112,46,float32,0,0,-3.140902042388916,3.1404576301574707,
DCM_44_FastWalkData_4_clip,HSMR-DCM_44_FastWalkData_4_clip.npy,44,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_44_FastWalkData_4_clip.npy,True,True,2,109,46,float32,0,0,-3.1414809226989746,3.13839054107666,
DCM_44_FastWalkData_5_clip,HSMR-DCM_44_FastWalkData_5_clip.npy,44,FastWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_44_FastWalkData_5_clip.npy,True,True,2,116,46,float32,0,0,-0.9656025767326355,3.1300201416015625,
DCM_44_WalkData_1_clip,HSMR-DCM_44_WalkData_1_clip.npy,44,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_44_WalkData_1_clip.npy,True,True,2,87,46,float32,0,0,-0.9877224564552307,3.122873067855835,
DCM_44_WalkData_3_clip,HSMR-DCM_44_WalkData_3_clip.npy,44,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_44_WalkData_3_clip.npy,True,True,2,134,46,float32,0,0,-0.9638804197311401,3.13153076171875,
DCM_44_WalkData_4_clip,HSMR-DCM_44_WalkData_4_clip.npy,44,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_44_WalkData_4_clip.npy,True,True,2,128,46,float32,0,0,-3.1411783695220947,3.1398022174835205,
DCM_46_FastWalkData_1_clip,HSMR-DCM_46_FastWalkData_1_clip.npy,46,FastWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_46_FastWalkData_1_clip.npy,True,True,2,106,46,float32,0,0,-3.1410248279571533,3.1379220485687256,
DCM_46_FastWalkData_2_clip,HSMR-DCM_46_FastWalkData_2_clip.npy,46,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_46_FastWalkData_2_clip.npy,True,True,2,69,46,float32,0,0,-3.1402218341827393,3.1402008533477783,
DCM_46_FastWalkData_3_clip,HSMR-DCM_46_FastWalkData_3_clip.npy,46,FastWalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_46_FastWalkData_3_clip.npy,True,True,2,70,46,float32,0,0,-3.1415586471557617,3.140869379043579,
DCM_46_FastWalkData_4_clip,HSMR-DCM_46_FastWalkData_4_clip.npy,46,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_46_FastWalkData_4_clip.npy,True,True,2,73,46,float32,0,0,-3.1383230686187744,3.138678550720215,
DCM_46_FastWalkData_5_clip,HSMR-DCM_46_FastWalkData_5_clip.npy,46,FastWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_46_FastWalkData_5_clip.npy,True,True,2,85,46,float32,0,0,-3.1414411067962646,3.1414787769317627,
DCM_46_WalkData_1_clip,HSMR-DCM_46_WalkData_1_clip.npy,46,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_46_WalkData_1_clip.npy,True,True,2,155,46,float32,0,0,-3.1415414810180664,3.14129900932312,
DCM_46_WalkData_2_clip,HSMR-DCM_46_WalkData_2_clip.npy,46,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_46_WalkData_2_clip.npy,True,True,2,116,46,float32,0,0,-3.14153790473938,3.1410269737243652,
DCM_46_WalkData_3_clip,HSMR-DCM_46_WalkData_3_clip.npy,46,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_46_WalkData_3_clip.npy,True,True,2,119,46,float32,0,0,-3.141232967376709,3.1403067111968994,
DCM_46_WalkData_4_clip,HSMR-DCM_46_WalkData_4_clip.npy,46,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_46_WalkData_4_clip.npy,True,True,2,122,46,float32,0,0,-3.1411752700805664,3.141533613204956,
DCM_46_WalkData_5_clip,HSMR-DCM_46_WalkData_5_clip.npy,46,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_46_WalkData_5_clip.npy,True,True,2,94,46,float32,0,0,-3.139793634414673,3.1410720348358154,
DCM_55_FastWalkData_1_clip,HSMR-DCM_55_FastWalkData_1_clip.npy,55,FastWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_55_FastWalkData_1_clip.npy,True,True,2,101,46,float32,0,0,-3.1411020755767822,3.138702392578125,
DCM_55_FastWalkData_2_clip,HSMR-DCM_55_FastWalkData_2_clip.npy,55,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_55_FastWalkData_2_clip.npy,True,True,2,112,46,float32,0,0,-3.1359450817108154,3.1408579349517822,
DCM_55_FastWalkData_3_clip,HSMR-DCM_55_FastWalkData_3_clip.npy,55,FastWalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_55_FastWalkData_3_clip.npy,True,True,2,103,46,float32,0,0,-0.905413031578064,3.1230971813201904,
DCM_55_FastWalkData_4_clip,HSMR-DCM_55_FastWalkData_4_clip.npy,55,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_55_FastWalkData_4_clip.npy,True,True,2,94,46,float32,0,0,-0.9183884263038635,3.130248546600342,
DCM_55_FastWalkData_5_clip,HSMR-DCM_55_FastWalkData_5_clip.npy,55,FastWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_55_FastWalkData_5_clip.npy,True,True,2,98,46,float32,0,0,-0.9377703070640564,3.1256253719329834,
DCM_55_WalkData_1_clip,HSMR-DCM_55_WalkData_1_clip.npy,55,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_55_WalkData_1_clip.npy,True,True,2,136,46,float32,0,0,-3.1414968967437744,3.139129638671875,
DCM_55_WalkData_2_clip,HSMR-DCM_55_WalkData_2_clip.npy,55,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_55_WalkData_2_clip.npy,True,True,2,151,46,float32,0,0,-3.1408138275146484,3.14050030708313,
DCM_55_WalkData_3_clip,HSMR-DCM_55_WalkData_3_clip.npy,55,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_55_WalkData_3_clip.npy,True,True,2,125,46,float32,0,0,-3.140312671661377,3.139953136444092,
DCM_55_WalkData_4_clip,HSMR-DCM_55_WalkData_4_clip.npy,55,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_55_WalkData_4_clip.npy,True,True,2,134,46,float32,0,0,-3.1408121585845947,3.1413733959198,
DCM_55_WalkData_5_clip,HSMR-DCM_55_WalkData_5_clip.npy,55,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_55_WalkData_5_clip.npy,True,True,2,136,46,float32,0,0,-3.140798568725586,3.1411008834838867,
DCM_58_FastWalkData_1_clip,HSMR-DCM_58_FastWalkData_1_clip.npy,58,FastWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_58_FastWalkData_1_clip.npy,True,True,2,83,46,float32,0,0,-1.0100038051605225,3.1051228046417236,
DCM_58_FastWalkData_2_clip,HSMR-DCM_58_FastWalkData_2_clip.npy,58,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_58_FastWalkData_2_clip.npy,True,True,2,99,46,float32,0,0,-1.056206464767456,3.088376045227051,
DCM_58_FastWalkData_3_clip,HSMR-DCM_58_FastWalkData_3_clip.npy,58,FastWalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_58_FastWalkData_3_clip.npy,True,True,2,119,46,float32,0,0,-1.016294002532959,3.118377208709717,
DCM_58_FastWalkData_4_clip,HSMR-DCM_58_FastWalkData_4_clip.npy,58,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_58_FastWalkData_4_clip.npy,True,True,2,118,46,float32,0,0,-1.0204370021820068,3.1093873977661133,
DCM_58_FastWalkData_5_clip,HSMR-DCM_58_FastWalkData_5_clip.npy,58,FastWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_58_FastWalkData_5_clip.npy,True,True,2,112,46,float32,0,0,-1.052093505859375,3.1115403175354004,
DCM_58_WalkData_1_clip,HSMR-DCM_58_WalkData_1_clip.npy,58,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_58_WalkData_1_clip.npy,True,True,2,148,46,float32,0,0,-3.1387650966644287,3.139943838119507,
DCM_58_WalkData_2_clip,HSMR-DCM_58_WalkData_2_clip.npy,58,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_58_WalkData_2_clip.npy,True,True,2,117,46,float32,0,0,-0.9650373458862305,3.118467330932617,
DCM_58_WalkData_3_clip,HSMR-DCM_58_WalkData_3_clip.npy,58,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_58_WalkData_3_clip.npy,True,True,2,138,46,float32,0,0,-0.9628697633743286,3.131230354309082,
DCM_58_WalkData_4_clip,HSMR-DCM_58_WalkData_4_clip.npy,58,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_58_WalkData_4_clip.npy,True,True,2,164,46,float32,0,0,-0.9744682312011719,3.13114595413208,
DCM_58_WalkData_5_clip,HSMR-DCM_58_WalkData_5_clip.npy,58,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_58_WalkData_5_clip.npy,True,True,2,118,46,float32,0,0,-0.9519982933998108,3.121610641479492,
DCM_61_FastWalkData_1_clip,HSMR-DCM_61_FastWalkData_1_clip.npy,61,FastWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_61_FastWalkData_1_clip.npy,True,True,2,94,46,float32,0,0,-3.139596462249756,3.141427755355835,
DCM_61_FastWalkData_2_clip,HSMR-DCM_61_FastWalkData_2_clip.npy,61,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_61_FastWalkData_2_clip.npy,True,True,2,102,46,float32,0,0,-3.1414716243743896,3.135850429534912,
DCM_61_FastWalkData_3_clip,HSMR-DCM_61_FastWalkData_3_clip.npy,61,FastWalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_61_FastWalkData_3_clip.npy,True,True,2,95,46,float32,0,0,-3.1398091316223145,3.138979434967041,
DCM_61_FastWalkData_4_clip,HSMR-DCM_61_FastWalkData_4_clip.npy,61,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_61_FastWalkData_4_clip.npy,True,True,2,99,46,float32,0,0,-3.1408205032348633,3.140113592147827,
DCM_61_FastWalkData_5_clip,HSMR-DCM_61_FastWalkData_5_clip.npy,61,FastWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_61_FastWalkData_5_clip.npy,True,True,2,100,46,float32,0,0,-3.141448736190796,3.1413514614105225,
DCM_61_WalkData_4_clip,HSMR-DCM_61_WalkData_4_clip.npy,61,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_61_WalkData_4_clip.npy,True,True,2,128,46,float32,0,0,-3.140892505645752,3.140770673751831,
DCM_61_WalkData_5_clip,HSMR-DCM_61_WalkData_5_clip.npy,61,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_61_WalkData_5_clip.npy,True,True,2,121,46,float32,0,0,-3.139815092086792,3.1377618312835693,
DCM_64_FastWalkData_1_clip,HSMR-DCM_64_FastWalkData_1_clip.npy,64,FastWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_64_FastWalkData_1_clip.npy,True,True,2,93,46,float32,0,0,-0.9379763603210449,3.1361076831817627,
DCM_64_FastWalkData_2_clip,HSMR-DCM_64_FastWalkData_2_clip.npy,64,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_64_FastWalkData_2_clip.npy,True,True,2,85,46,float32,0,0,-3.1391983032226562,3.1396842002868652,
DCM_64_FastWalkData_3_clip,HSMR-DCM_64_FastWalkData_3_clip.npy,64,FastWalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_64_FastWalkData_3_clip.npy,True,True,2,80,46,float32,0,0,-3.1406142711639404,3.139875888824463,
DCM_64_FastWalkData_4_clip,HSMR-DCM_64_FastWalkData_4_clip.npy,64,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_64_FastWalkData_4_clip.npy,True,True,2,92,46,float32,0,0,-3.139897346496582,3.1408402919769287,
